日期,Alyssa__消息数,明天不散步_消息数,Alyssa__情感分bert,明天不散步_情感分bert,Alyssa__平均反应秒数,明天不散步_平均反应秒数,Alyssa__平均情感分,明天不散步_平均情感分
2025-06-16 00:00:00,79,60,0.325448256,0.400723876,1171.357143,584.8148148,0.54109031,0.562843341
2025-06-17 00:00:00,126,100,0.361454229,0.481447503,353,269.7708333,0.541934623,0.573503567
2025-06-18 00:00:00,69,58,0.435558105,0.449272208,508.962963,326.3461538,0.533098127,0.533428043
2025-06-19 00:00:00,22,19,0.448023176,0.67764642,1146,842.375,0.500340855,0.547036342
2025-06-20 00:00:00,162,130,0.398215185,0.506307319,494.7,104.1714286,0.575834448,0.619810347
2025-06-21 00:00:00,105,94,0.475714516,0.555802351,560.7857143,119.3255814,0.637638528,0.632146504
2025-06-22 00:00:00,79,81,0.278642753,0.49193934,710.2,259.5263158,0.464187776,0.60228315
2025-06-23 00:00:00,163,147,0.353795071,0.484084492,238.0645161,208.46875,0.529455387,0.615308406
2025-06-24 00:00:00,113,94,0.392734103,0.489564482,682.9111111,44.54545455,0.508534075,0.576953531
2025-06-25 00:00:00,107,94,0.440983639,0.487303363,453.05,120.55,0.571393567,0.52038829
2025-06-26 00:00:00,166,165,0.421285131,0.490675213,150.5542169,42.8452381,0.563039403,0.578376774
2025-06-27 00:00:00,110,101,0.40142825,0.500539558,456.52,183.0833333,0.540096672,0.596005221
2025-06-28 00:00:00,59,43,0.285988576,0.414442812,162,338.2857143,0.539326817,0.630705973
2025-06-29 00:00:00,145,120,0.400891875,0.52535399,383.4237288,145.440678,0.558994048,0.590332586
2025-06-30 00:00:00,195,139,0.446622859,0.500133295,439.4342105,70.53333333,0.578150086,0.607540411
2025-07-01 00:00:00,177,141,0.316555039,0.506763657,336.4246575,135.8513514,0.531141619,0.584696114
2025-07-02 00:00:00,201,161,0.391929783,0.475876543,274.8169014,42.88732394,0.536508565,0.539185398
2025-07-03 00:00:00,291,277,0.452688893,0.473678656,115.5481481,143.7925926,0.54980198,0.566745144
2025-07-04 00:00:00,243,225,0.421161148,0.439335592,142.2352941,125.6470588,0.595474715,0.602094877
2025-07-05 00:00:00,217,171,0.410231701,0.43632276,80.38297872,118.8421053,0.565485974,0.57567579
2025-07-06 00:00:00,194,158,0.419284771,0.43545337,492.1780822,127.7638889,0.521267281,0.580719048
2025-07-07 00:00:00,312,259,0.400301111,0.460160173,183.0406504,114.176,0.573607545,0.548456687
2025-07-08 00:00:00,262,195,0.413536273,0.485697736,205.827957,118.6666667,0.546845881,0.576594071
2025-07-09 00:00:00,259,192,0.390772201,0.461171096,56.28431373,61.23300971,0.516533476,0.549774146
2025-07-10 00:00:00,292,267,0.371591561,0.449537914,209.359375,61.6171875,0.536780946,0.575101935
2025-07-11 00:00:00,220,138,0.396198702,0.410904436,348.0909091,117.3076923,0.540402073,0.522296979
2025-07-12 00:00:00,196,159,0.359428038,0.444595591,280.4878049,172.7682927,0.560181272,0.550387671
2025-07-13 00:00:00,325,268,0.422705921,0.481106182,194.328125,123.3769231,0.544737494,0.554953937
2025-07-14 00:00:00,183,152,0.353502,0.417287228,195.9864865,303.9324324,0.533035399,0.503114078
2025-07-15 00:00:00,152,163,0.430123665,0.46704199,243.7971014,98.63768116,0.558542265,0.54578537
2025-07-16 00:00:00,252,273,0.305495731,0.44505983,138.8359375,105.3538462,0.500692855,0.593891236
2025-07-17 00:00:00,347,321,0.401653426,0.449476543,137.618705,102.7266187,0.570868927,0.562310613
2025-07-18 00:00:00,134,101,0.433329943,0.480576657,464.3846154,105.7115385,0.506685339,0.57046108
2025-07-19 00:00:00,125,122,0.42566081,0.491816886,427.2790698,544.8409091,0.56478009,0.630374529
2025-07-20 00:00:00,127,121,0.366507267,0.420822327,129.5245902,313.8709677,0.466629893,0.545173809
2025-07-21 00:00:00,162,203,0.371422337,0.443452708,137.5365854,164.0609756,0.543069508,0.514353531
2025-07-22 00:00:00,113,111,0.4219514,0.444756747,494.1904762,349.1904762,0.60167706,0.570072291
2025-07-23 00:00:00,227,229,0.474678396,0.476449179,227.8686869,102.0918367,0.57931197,0.591854373
2025-07-24 00:00:00,88,98,0.444826873,0.516441765,619.8684211,486.8421053,0.545014761,0.564008119
2025-07-25 00:00:00,141,132,0.458948728,0.48291885,227.968254,66.3015873,0.56005166,0.593374707
2025-07-28 00:00:00,50,48,0.291540982,0.466282181,1042.8,1113.7,0.522583317,0.530668149
2025-07-29 00:00:00,20,17,0.352243539,0.517480768,1520.888889,851.875,0.676160088,0.54162009
2025-07-30 00:00:00,64,50,0.411646867,0.497849344,435.6086957,84.54545455,0.552703459,0.584064589
2025-07-31 00:00:00,97,93,0.34596382,0.457061289,89.15384615,50.76923077,0.536488796,0.590442989
2025-08-01 00:00:00,42,36,0.435979929,0.582928397,413.2631579,544.8947368,0.574046005,0.6569218
2025-08-04 00:00:00,33,42,0.284026556,0.474159539,304.6666667,597,0.421345571,0.505996916
2025-08-05 00:00:00,24,37,0.400166442,0.5159146,409.25,642.9166667,0.570241632,0.579147985
2025-08-06 00:00:00,26,35,0.32994414,0.524942831,580.1666667,1462.083333,0.595360392,0.596144764
2025-08-07 00:00:00,45,43,0.38936497,0.466655422,150.047619,46.33333333,0.501540873,0.60079114
2025-08-08 00:00:00,19,34,0.416053528,0.510080959,641.7272727,289.6363636,0.481688852,0.518882664
2025-08-11 00:00:00,56,49,0.350678304,0.504094873,205.2857143,698.5909091,0.554832678,0.561970037
2025-08-12 00:00:00,22,25,0.496926476,0.562799921,183.25,811.9090909,0.683640178,0.616934577
2025-08-13 00:00:00,53,63,0.456149959,0.362775233,677.8076923,40,0.58939453,0.532571931
2025-08-14 00:00:00,87,91,0.402594556,0.41635273,374.8372093,82.57142857,0.54402079,0.505844332
2025-08-15 00:00:00,18,25,0.366648014,0.392337614,163.25,91.25,0.532616475,0.448984265
2025-08-18 00:00:00,73,69,0.420823862,0.427498398,199.1428571,56.31428571,0.579024911,0.538305946
2025-08-19 00:00:00,47,56,0.513696629,0.474749485,320.3846154,485.9615385,0.543475346,0.51875827
2025-08-20 00:00:00,112,136,0.444084105,0.491713211,199.3461538,189.0769231,0.581661882,0.587193751
2025-08-21 00:00:00,51,61,0.394889556,0.453454591,199.3846154,51.92307692,0.574680957,0.614417842
2025-08-22 00:00:00,113,128,0.38163763,0.456557559,125.3148148,354.1851852,0.468938736,0.510086939
2025-08-23 00:00:00,98,83,0.39470952,0.443716454,332.8285714,452.5,0.572083032,0.56840146
2025-08-24 00:00:00,98,97,0.403856827,0.473574708,426.6808511,125.0208333,0.591803872,0.582512897
2025-08-26 00:00:00,24,21,0.328091641,0.40216314,35.85714286,430.5,0.449163904,0.574004925
2025-08-27 00:00:00,115,96,0.406043217,0.492132451,402.9183673,442.3333333,0.510796561,0.538734361
2025-08-28 00:00:00,80,87,0.494277038,0.50012546,516.8333333,378.4857143,0.595040967,0.570941887
2025-08-29 00:00:00,47,41,0.382532342,0.447147431,529.1875,197.1176471,0.563886039,0.438380795
2025-08-30 00:00:00,62,55,0.407159597,0.375248776,628.7368421,171.4,0.555999627,0.545975964
2025-08-31 00:00:00,100,83,0.438404947,0.518826291,662.5116279,89.09302326,0.524979372,0.577384622
2025-09-01 00:00:00,112,113,0.455783333,0.541052227,466.6170213,173.8695652,0.579613435,0.618452996
2025-09-02 00:00:00,117,85,0.449923177,0.603883626,312.877551,483.1836735,0.520107135,0.640155855
2025-09-03 00:00:00,201,147,0.361903511,0.461272307,160.4166667,146.915493,0.52804264,0.595208277
2025-09-04 00:00:00,251,223,0.395028069,0.509235845,180.3495146,90.17307692,0.522530096,0.578602428
2025-09-05 00:00:00,166,133,0.407609442,0.563839396,327.859375,126.3846154,0.524764827,0.63116296
2025-09-06 00:00:00,187,180,0.375087126,0.502865302,123.0123457,86.97530864,0.533625334,0.573433818
2025-09-07 00:00:00,129,119,0.347286887,0.476697674,284.8,53.36666667,0.515552308,0.579748343
2025-09-08 00:00:00,144,126,0.429413276,0.529569477,253.9393939,181.969697,0.501367391,0.602276997
2025-09-09 00:00:00,319,277,0.401693927,0.459992679,155.9323308,96.78358209,0.533136307,0.585026437
2025-09-10 00:00:00,161,136,0.451589551,0.395974054,292.028169,152.915493,0.585982085,0.586167555
2025-09-11 00:00:00,225,265,0.404590374,0.449842256,123.2589286,85.26785714,0.510835394,0.545614306
2025-09-12 00:00:00,99,57,0.358287926,0.517191696,290.8,566.3666667,0.541071843,0.599267608
2025-09-13 00:00:00,225,207,0.40356384,0.511158668,247.3908046,179.6162791,0.549171373,0.599410723
2025-09-14 00:00:00,281,236,0.459368809,0.516891264,209.6612903,88.89516129,0.573296615,0.602343474
2025-09-15 00:00:00,160,120,0.446075986,0.456471258,381.2931034,150.0689655,0.586979106,0.560015203
2025-09-16 00:00:00,132,120,0.430242169,0.420107038,148.5357143,180.4285714,0.538815618,0.546894786
2025-09-17 00:00:00,180,133,0.490140882,0.507208024,183.1176471,115.0142857,0.588074696,0.584175065
2025-09-18 00:00:00,176,141,0.457863282,0.453427652,208.2352941,16.94117647,0.558277264,0.575563075
2025-09-19 00:00:00,102,67,0.467407646,0.449674165,748.9722222,87.80555556,0.568217421,0.552890763
2025-09-20 00:00:00,60,43,0.440786603,0.535839256,108.5217391,525.6086957,0.578458826,0.524740651
2025-09-21 00:00:00,228,201,0.477653342,0.466821754,195.3434343,52.17171717,0.592758127,0.576302529
2025-09-22 00:00:00,261,198,0.381228863,0.444245215,208.079646,58.86607143,0.52247392,0.567567576
2025-09-23 00:00:00,39,33,0.329059165,0.414537543,653.1333333,46.25,0.504940871,0.472249706
2025-09-24 00:00:00,39,24,0.352276846,0.391350389,1023.428571,121.3571429,0.392845107,0.49578284
2025-09-25 00:00:00,188,181,0.468965738,0.461492579,173,168.0119048,0.564504331,0.544820779
2025-09-26 00:00:00,127,113,0.378250335,0.44938928,463.3846154,207.5849057,0.516452653,0.571277833
2025-09-27 00:00:00,206,167,0.44174469,0.486922873,413.8023256,53.3372093,0.544637644,0.588182586
2025-09-28 00:00:00,308,245,0.443484918,0.425237691,140.7883212,111.4525547,0.583146039,0.568384767
2025-09-29 00:00:00,254,249,0.392554093,0.479595106,198.4358974,42.94017094,0.547055537,0.549151136
2025-09-30 00:00:00,414,291,0.417775907,0.391959672,85.55367232,55.00564972,0.551615139,0.52651154
2025-10-01 00:00:00,181,164,0.474579404,0.492383981,204.5068493,75.54166667,0.617477523,0.569988968
2025-10-02 00:00:00,229,178,0.41844737,0.473739963,222.7717391,210.0652174,0.570821927,0.565578603
2025-10-03 00:00:00,182,157,0.474536037,0.45523424,188.988764,182.8222222,0.54024984,0.572710782
2025-10-04 00:00:00,226,189,0.445533859,0.477311069,102.3627451,99.15841584,0.59587497,0.583350761
2025-10-05 00:00:00,106,81,0.485260431,0.515689527,290.0212766,300.0851064,0.674141775,0.661646534
2025-10-06 00:00:00,180,142,0.434646493,0.511802222,76.25,96.51388889,0.550518277,0.605308712
2025-10-07 00:00:00,359,279,0.420667208,0.450876651,210.163522,37.64556962,0.563414414,0.558998099
2025-10-08 00:00:00,141,122,0.482941071,0.412313801,355.921875,222.8153846,0.546398202,0.566275357
2025-10-09 00:00:00,43,33,0.427888653,0.481454582,310.3888889,320.9444444,0.534988121,0.581970469
2025-10-10 00:00:00,36,50,0.420317439,0.515071539,1112.529412,70.22222222,0.549422533,0.566146642
2025-10-11 00:00:00,95,79,0.343003317,0.464712037,258.6222222,45.39130435,0.530835183,0.579024604
2025-10-12 00:00:00,287,273,0.366748042,0.486480313,87.35036496,81,0.512247487,0.593072825
2025-10-13 00:00:00,226,191,0.397400024,0.484140561,123.2043011,90.66666667,0.537584282,0.566197025
2025-10-14 00:00:00,175,157,0.453760837,0.536102415,392.8208955,155.7794118,0.588425657,0.616436751
2025-10-15 00:00:00,173,140,0.396415623,0.480879385,56.525,240.425,0.567611055,0.580263573
2025-10-16 00:00:00,149,141,0.433926652,0.532522296,107.5151515,60.95384615,0.555764388,0.610321445
2025-10-17 00:00:00,108,92,0.450819285,0.526319458,646.4782609,217.9565217,0.520217802,0.574521592
2025-10-18 00:00:00,137,89,0.386969509,0.471469018,591.6382979,226.0416667,0.535518216,0.615103927
2025-10-19 00:00:00,149,147,0.477065106,0.476098971,362.421875,188.609375,0.560063698,0.552990071
2025-10-20 00:00:00,306,313,0.443857615,0.470677686,157.8613139,70.49635036,0.544742037,0.6169535
2025-10-21 00:00:00,261,206,0.415154468,0.499525707,314.9207921,72.65346535,0.588727124,0.614399955
2025-10-22 00:00:00,217,205,0.440843388,0.4224887,191.5730337,181.6404494,0.587617321,0.587969236
2025-10-23 00:00:00,180,155,0.428949329,0.436420282,110.0821918,89.80555556,0.53264766,0.575027337
2025-10-24 00:00:00,200,166,0.408909234,0.438797003,142.287234,57.68421053,0.536107696,0.585985666
2025-10-25 00:00:00,149,133,0.438103717,0.450522442,56.88888889,21.62295082,0.536030358,0.543928717
2025-10-26 00:00:00,205,160,0.439127448,0.514147247,258.4736842,93.71276596,0.590294844,0.578815588
2025-10-27 00:00:00,260,248,0.390965875,0.434263988,222.6068376,100.6101695,0.567005867,0.576732113
2025-10-28 00:00:00,511,457,0.391564378,0.449874586,95.76651982,85.9030837,0.550517167,0.556405959
2025-10-29 00:00:00,275,223,0.421962977,0.429254423,183.1626016,97.25203252,0.562832099,0.579500369
2025-10-30 00:00:00,251,217,0.502227066,0.459182291,176.5350877,75.38596491,0.606619775,0.593856058
2025-10-31 00:00:00,60,61,0.33229455,0.580428637,425.6071429,189.6785714,0.510670522,0.566846021
2025-11-01 00:00:00,169,101,0.326261418,0.356254404,254.125,118.2539683,0.478867557,0.509499052
2025-11-02 00:00:00,136,95,0.488014625,0.494190427,370.5272727,67.4,0.606223436,0.54830079
2025-11-03 00:00:00,155,116,0.412584313,0.446002927,272.625,123.8928571,0.538762723,0.589103009
2025-11-04 00:00:00,261,218,0.425122899,0.45000529,140.1293103,55.60344828,0.522331677,0.536389402
2025-11-05 00:00:00,410,369,0.438898837,0.482387177,182.2298851,48.22285714,0.561468948,0.583254074
2025-11-06 00:00:00,277,278,0.427751641,0.510265489,235.394958,108.5916667,0.566947725,0.611397312
2025-11-07 00:00:00,179,147,0.421754027,0.482621564,253.2739726,49.43243243,0.575805135,0.576757242
2025-11-08 00:00:00,198,157,0.423273929,0.494179539,402.7567568,88.60810811,0.508866316,0.566915093
2025-11-09 00:00:00,179,186,0.399904868,0.466757761,206.8674699,60.70238095,0.578415465,0.565862941
2025-11-10 00:00:00,215,191,0.472600828,0.510433216,241.1304348,201.0430108,0.561951876,0.564989163
2025-11-11 00:00:00,281,286,0.452240328,0.454500897,121.9014085,47.23076923,0.601597148,0.558887686
2025-11-12 00:00:00,225,189,0.42871613,0.441771884,288.9411765,62.33980583,0.535547571,0.570420801
2025-11-13 00:00:00,242,212,0.454050683,0.4637338,231.0582524,134.2403846,0.575604485,0.568388961
2025-11-14 00:00:00,201,183,0.38724135,0.460451861,207.5666667,136.978022,0.569625391,0.600201437
2025-11-15 00:00:00,33,39,0.416431004,0.513019769,480.6111111,49.82352941,0.515170308,0.548780015
2025-11-16 00:00:00,190,204,0.416604802,0.514883291,226.0116279,98.2183908,0.522862924,0.571736184
2025-11-17 00:00:00,431,414,0.426823051,0.485910123,141.2211538,50.52631579,0.518628757,0.573150686
2025-11-18 00:00:00,236,257,0.394028784,0.443112411,269.0940171,49.11111111,0.521563864,0.534444269
2025-11-19 00:00:00,314,300,0.424850081,0.46796865,141.4183007,64.66883117,0.523590107,0.578604632
2025-11-20 00:00:00,210,234,0.422109693,0.511034134,273.4747475,36.92,0.562750844,0.569040659
2025-11-21 00:00:00,286,271,0.43030841,0.482288161,149.976,160.6031746,0.559480418,0.588586399
2025-11-22 00:00:00,63,67,0.510871487,0.542694929,889.5172414,10.42857143,0.507935258,0.590968039
2025-11-23 00:00:00,78,83,0.481569191,0.464044452,286.9285714,40.95,0.556607547,0.580880232
2025-11-24 00:00:00,303,293,0.486844776,0.50234955,180.4230769,81.3740458,0.578946232,0.599833127
2025-11-25 00:00:00,269,276,0.424844522,0.427429122,209.7674419,26.23076923,0.573464801,0.55184725
2025-11-26 00:00:00,234,199,0.410424619,0.508116473,289.7227723,86.69607843,0.552012759,0.613429818
2025-11-27 00:00:00,304,297,0.41455645,0.462552171,151.8145161,77.76,0.549087475,0.56677604
2025-11-28 00:00:00,197,192,0.47762792,0.47410526,207.4680851,193.7446809,0.607213974,0.602792719
2025-11-29 00:00:00,30,27,0.395175332,0.555940192,536.4,336.3571429,0.524071359,0.640357029
2025-11-30 00:00:00,129,109,0.44245341,0.51915537,306.3333333,148.1666667,0.534990018,0.592926574
2025-12-01 00:00:00,194,233,0.471395978,0.458644754,241.09,107.2277228,0.591398223,0.59167463
2025-12-02 00:00:00,143,139,0.44834772,0.446790521,336.0746269,232.25,0.519366776,0.543420629
2025-12-03 00:00:00,109,115,0.508702188,0.481758422,436.962963,54.61818182,0.552796822,0.567451661
2025-12-04 00:00:00,97,81,0.496431249,0.375802012,659.2105263,287.9444444,0.582841749,0.516951601
2025-12-05 00:00:00,96,54,0.421469027,0.440492779,629,433.8125,0.537427398,0.588892172
2025-12-06 00:00:00,97,88,0.44950708,0.532061213,267.047619,50.90243902,0.591335616,0.642125726
2025-12-07 00:00:00,159,136,0.459352373,0.496051301,271.9736842,56.25333333,0.589877957,0.608350085
2025-12-08 00:00:00,165,168,0.477477758,0.512467335,438.2463768,169.5072464,0.589153507,0.613434324
2025-12-09 00:00:00,365,353,0.418299999,0.445374428,140.7878788,66.22754491,0.544556913,0.563785354
2025-12-10 00:00:00,256,248,0.421941096,0.479535479,254.9074074,65.65740741,0.527513449,0.581867678
2025-12-11 00:00:00,300,287,0.423538873,0.508918697,184.2681159,85.75362319,0.508878321,0.587705216
2025-12-12 00:00:00,165,146,0.452940978,0.534644561,319.234375,67.66153846,0.498639652,0.62971258
2025-12-13 00:00:00,378,365,0.405231026,0.479905061,107.0391061,29.09497207,0.540211096,0.587538772
2025-12-14 00:00:00,244,255,0.371338775,0.479925153,95.99193548,14.87096774,0.533333055,0.587536649
2025-12-15 00:00:00,302,286,0.340513298,0.48222255,174.2137405,60.91603053,0.504338188,0.564538992
2025-12-16 00:00:00,226,194,0.434376709,0.482456463,231.5048544,100.7403846,0.520664191,0.575963315
2025-12-17 00:00:00,172,159,0.429932731,0.459379901,412.5652174,88.74285714,0.54981707,0.596855072